BDE,BN,UIC,CO,PLT,SEC,SQD,Position,PARA,LIN,PERSID,,BDE,BN,UIC,CO,PLT,SEC,SQD,Position,PARA,LIN,PERSID
2CR,2SQN2CR,WFBVAA,G,H,N/A,S,Supply Specialist,201,,,,2CR,BSS2CR,WE35AA,B,3,N/A,2,Electrical-Missile System Maintenance Warrant Officer (WO),307,,
2CR,2SQN2CR,WFBVAA,G,H,N/A,M,Section Leader,202,,,,2CR,BSS2CR,WE35AA,B,3,N/A,2,Electrical System Maintenance Warrant Officer (WO),307,,
2CR,2SQN2CR,WFBVAA,G,H,N/A,M,Gunner,202,,,,2CR,BSS2CR,WE35AA,B,3,N/A,2,Electrical Maintenance Supervisor,307,,
2CR,2SQN2CR,WFBVAA,G,H,N/A,M,Mortar Carrier Driver,202,,,,2CR,BSS2CR,WE35AA,B,3,N/A,2,Land Combat Electronic Missile System Foreman,307,,
2CR,2SQN2CR,WFBVAA,G,H,N/A,M,Assistant Gunner,202,,,,2CR,BSS2CR,WE35AA,B,3,N/A,2,Radio Equipment Repairer,307,,
2CR,2SQN2CR,WFBVAA,G,H,N/A,M,Ammunition Bearer,202,,,,2CR,BSS2CR,WE35AA,B,3,N/A,3,Armament Maintenance Supervisor,308,,
2CR,2SQN2CR,WFBVAA,G,H,N/A,M,Squad Leader,202,,,,2CR,BSS2CR,WE35AA,B,3,N/A,3,Armament System Maintenance Warrant Officer (WO),308,,
2CR,2SQN2CR,WFBVAA,G,H,N/A,M,Gunner,202,,,,2CR,BSS2CR,WE35AA,B,3,N/A,3,#1 Small Arms/Towed Artillery Repairer,308,,
2CR,2SQN2CR,WFBVAA,G,H,N/A,M,Mortar Carrier Driver,202,,,,2CR,BSS2CR,WE35AA,B,3,N/A,3,#2 Small Arms/Towed Artillery Repairer,308,,
2CR,2SQN2CR,WFBVAA,G,H,N/A,M,Assistant Gunner,202,,,,2CR,BSS2CR,WE35AA,B,3,N/A,3,Section Sergeant,308,,
2CR,2SQN2CR,WFBVAA,G,H,N/A,M,Ammunition Bearer,202,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,Commander,401,,
2CR,2SQN2CR,WFBVAA,G,1,H,H,Platoon Leader,203,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,Executive Officer (XO),401,,
2CR,2SQN2CR,WFBVAA,G,1,H,H,Platoon Sergeant,203,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,First Sergeant (1SG),401,,
2CR,2SQN2CR,WFBVAA,G,1,H,H,Radiotelephone Operator (RATELO),203,,,,2CR,BSS2CR,WE35AA,C,H,N/A,S,Supply Specialist,401,,
2CR,2SQN2CR,WFBVAA,G,1,A,1,#1 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,C,H,N/A,S,Supply Non-commissioned Officer (NCO),401,,
2CR,2SQN2CR,WFBVAA,G,1,A,1,#2 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,C,H,N/A,N,Chemical Biological Radiological Nuclear (CBRN) Decontamination Specialist,401,,
2CR,2SQN2CR,WFBVAA,G,1,A,2,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,Biomedical Equipment Specialist,401,,
2CR,2SQN2CR,WFBVAA,G,1,A,2,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,Health Service (HS) Material Officer,401,,
2CR,2SQN2CR,WFBVAA,G,1,B,3,#3 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,#1 Medical Logistics Sergeant,401,,
2CR,2SQN2CR,WFBVAA,G,1,B,3,#4 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,#2 Medical Logistics Sergeant,401,,
2CR,2SQN2CR,WFBVAA,G,1,B,4,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,Pharmacy Sergeant,401,,
2CR,2SQN2CR,WFBVAA,G,1,B,4,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,Medical Logistics Specialist,401,,
2CR,2SQN2CR,WFBVAA,G,1,A,1,Squad Leader,205,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,Biomedical Equipment Sergeant,401,,
2CR,2SQN2CR,WFBVAA,G,1,A,1,#1 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,Environmental Science Officer,402,,
2CR,2SQN2CR,WFBVAA,G,1,A,1,#2 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,Preventive Medicine Non-commissioned Officer (NCO),402,,
2CR,2SQN2CR,WFBVAA,G,1,A,1,#1 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,#1 Behavioral Science Officer,403,,
2CR,2SQN2CR,WFBVAA,G,1,A,1,#2 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,#2 Behavioral Science Officer,403,,
2CR,2SQN2CR,WFBVAA,G,1,A,1,#1 Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,Behavioral Health Non-commissioned Officer (NCO),403,,
2CR,2SQN2CR,WFBVAA,G,1,A,1,#2 Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,H,N/A,H,Behavioral Health Specialist,403,,
2CR,2SQN2CR,WFBVAA,G,1,A,1,#1 Grenadier,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,H,Platoon Leader,404,,
2CR,2SQN2CR,WFBVAA,G,1,A,1,#2 Grenadier,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,H,Field Medical Assistant,404,,
2CR,2SQN2CR,WFBVAA,G,1,A,2,Squad Leader,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,H,Platoon Sergeant,404,,
2CR,2SQN2CR,WFBVAA,G,1,A,2,#1 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,H,Patient Administration Specialist,404,,
2CR,2SQN2CR,WFBVAA,G,1,A,2,#2 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,1,Emergency Physician,405,,
2CR,2SQN2CR,WFBVAA,G,1,A,2,#1 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,1,Health Care Specialist,405,,
2CR,2SQN2CR,WFBVAA,G,1,A,2,#2 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,1,Physician Assistant (PA),405,,
2CR,2SQN2CR,WFBVAA,G,1,A,2,#1 Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,1,#1 Health Care Sergeant,405,,
2CR,2SQN2CR,WFBVAA,G,1,A,2,#2 Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,1,#2 Health Care Sergeant,405,,
2CR,2SQN2CR,WFBVAA,G,1,A,2,#1 Grenadier,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,1,#3 Health Care Sergeant,405,,
2CR,2SQN2CR,WFBVAA,G,1,A,2,#2 Grenadier,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,1,Health Care Specialist,405,,
2CR,2SQN2CR,WFBVAA,G,1,B,3,Squad Leader,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,1,Health Care Specialist,405,,
2CR,2SQN2CR,WFBVAA,G,1,B,3,#1 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,1,Physician Assistant (PA),405,,
2CR,2SQN2CR,WFBVAA,G,1,B,3,#2 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,1,Health Care Sergeant,405,,
2CR,2SQN2CR,WFBVAA,G,1,B,3,#1 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,1,Health Care Specialist,405,,
2CR,2SQN2CR,WFBVAA,G,1,B,3,#2 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,1,Health Care Specialist,405,,
2CR,2SQN2CR,WFBVAA,G,1,B,3,#1 Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,2,General Dental Officer,406,,
2CR,2SQN2CR,WFBVAA,G,1,B,3,#2 Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,2,Physical Therapist (PT),406,,
2CR,2SQN2CR,WFBVAA,G,1,B,3,#1 Grenadier,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,2,Medical Laboratory Sergeant,406,,
2CR,2SQN2CR,WFBVAA,G,1,B,3,#2 Grenadier,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,2,Physical Therapy (PT) Sergeant,406,,
2CR,2SQN2CR,WFBVAA,G,1,B,4,Squad Leader,206,,,,2CR,BSS2CR,WE35AA,C,1,N/A,2,Radiology Sergeant,406,,
2CR,2SQN2CR,WFBVAA,G,1,B,4,#1 Machine-Gunner,206,,,,2CR,BSS2CR,WE35AA,C,1,N/A,2,Dental Specialist,406,,
2CR,2SQN2CR,WFBVAA,G,1,B,4,#2 Machine-Gunner,206,,,,2CR,BSS2CR,WE35AA,C,1,N/A,2,Medical Laboratory Specialist,406,,
2CR,2SQN2CR,WFBVAA,G,1,B,4,#1 Assistant Machine/Gunner (M/G),206,,,,2CR,BSS2CR,WE35AA,C,1,N/A,2,Radiology Specialist,406,,
2CR,2SQN2CR,WFBVAA,G,1,B,4,#2 Assistant Machine/Gunner (M/G),206,,,,2CR,BSS2CR,WE35AA,C,1,N/A,3,Field Surgeon,407,,
2CR,2SQN2CR,WFBVAA,G,2,H,H,Platoon Leader,203,,,,2CR,BSS2CR,WE35AA,C,1,N/A,3,Senior Physician Assistant,407,,
2CR,2SQN2CR,WFBVAA,G,2,H,H,Platoon Sergeant,203,,,,2CR,BSS2CR,WE35AA,C,1,N/A,3,#1 Health Care Sergeant,407,,
2CR,2SQN2CR,WFBVAA,G,2,H,H,Radiotelephone Operator (RATELO),203,,,,2CR,BSS2CR,WE35AA,C,1,N/A,3,#2 Health Care Sergeant,407,,
2CR,2SQN2CR,WFBVAA,G,2,A,1,#1 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,C,1,N/A,3,#3 Health Care Sergeant,407,,
2CR,2SQN2CR,WFBVAA,G,2,A,1,#2 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,C,1,N/A,3,Health Care Specialist,407,,
2CR,2SQN2CR,WFBVAA,G,2,A,2,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,C,1,N/A,3,Health Care Specialist,407,,
2CR,2SQN2CR,WFBVAA,G,2,A,2,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,C,1,N/A,3,Health Care Specialist,407,,
2CR,2SQN2CR,WFBVAA,G,2,B,3,#3 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,C,1,N/A,4,Medical-Surgical Nurse,408,,
2CR,2SQN2CR,WFBVAA,G,2,B,3,#4 Interim Armored Vehicle (IAV) Commander,204,,,,2CR,BSS2CR,WE35AA,C,1,N/A,4,#1 Health Care Sergeant,408,,
2CR,2SQN2CR,WFBVAA,G,2,B,4,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,C,1,N/A,4,#2 Health Care Sergeant,408,,
2CR,2SQN2CR,WFBVAA,G,2,B,4,Interim Armored Vehicle (IAV) Driver,204,,,,2CR,BSS2CR,WE35AA,C,1,N/A,4,Health Care Specialist,408,,
2CR,2SQN2CR,WFBVAA,G,2,A,1,Squad Leader,205,,,,2CR,BSS2CR,WE35AA,C,1,N/A,4,Health Care Specialist,408,,
2CR,2SQN2CR,WFBVAA,G,2,A,1,#1 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,C,2,N/A,H,Platoon Leader,409,,
2CR,2SQN2CR,WFBVAA,G,2,A,1,#2 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,C,2,N/A,H,Platoon Sergeant,409,,
2CR,2SQN2CR,WFBVAA,G,2,A,1,#1 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,2,A,1,Emergency Care Sergeant,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,1,#2 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,2,A,1,Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,1,#1 Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,2,A,1,Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,1,#2 Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,2,A,2,Emergency Care Sergeant,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,1,#1 Grenadier,205,,,,2CR,BSS2CR,WE35AA,C,2,A,2,Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,1,#2 Grenadier,205,,,,2CR,BSS2CR,WE35AA,C,2,A,2,Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,2,Squad Leader,205,,,,2CR,BSS2CR,WE35AA,C,2,B,3,Emergency Care Sergeant,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,2,#1 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,C,2,B,3,Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,2,#2 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,C,2,B,3,Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,2,#1 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,2,B,4,#1 Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,2,#2 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,2,B,4,#2 Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,2,#1 Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,2,B,4,Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,2,#2 Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,2,C,5,#1 Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,2,#1 Grenadier,205,,,,2CR,BSS2CR,WE35AA,C,2,C,5,#2 Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,A,2,#2 Grenadier,205,,,,2CR,BSS2CR,WE35AA,C,2,C,5,Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,B,3,Squad Leader,205,,,,2CR,BSS2CR,WE35AA,C,2,C,6,#1 Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,B,3,#1 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,C,2,C,6,#2 Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,B,3,#2 Fire Team Leader,205,,,,2CR,BSS2CR,WE35AA,C,2,C,6,Ambulance Aide/Driver,410,,
2CR,2SQN2CR,WFBVAA,G,2,B,3,#1 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,2,D,7,Emergency Care Sergeant,411,,
2CR,2SQN2CR,WFBVAA,G,2,B,3,#2 Automatic Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,2,D,7,Ambulance Aide/Driver,411,,
2CR,2SQN2CR,WFBVAA,G,2,B,3,#1 Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,2,D,7,Ambulance Aide/Driver,411,,
2CR,2SQN2CR,WFBVAA,G,2,B,3,#2 Rifleman,205,,,,2CR,BSS2CR,WE35AA,C,2,D,8,#1 Ambulance Aide/Driver,411,,
2CR,2SQN2CR,WFBVAA,G,2,B,3,#1 Grenadier,205,,,,2CR,BSS2CR,WE35AA,C,2,D,8,#2 Ambulance Aide/Driver,411,,
2CR,2SQN2CR,WFBVAA,G,2,B,3,#2 Grenadier,205,,,,2CR,BSS2CR,WE35AA,C,2,D,8,Ambulance Aide/Driver,411,,
2CR,2SQN2CR,WFBVAA,G,2,B,4,Squad Leader,206,,,,2CR,BSS2CR,WE35AA,C,2,E,9,Emergency Care Sergeant,411,,
2CR,2SQN2CR,WFBVAA,G,2,B,4,#1 Machine-Gunner,206,,,,2CR,BSS2CR,WE35AA,C,2,E,9,Ambulance Aide/Driver,411,,
2CR,2SQN2CR,WFBVAA,G,2,B,4,#2 Machine-Gunner,206,,,,2CR,BSS2CR,WE35AA,C,2,E,9,Ambulance Aide/Driver,411,,
2CR,2SQN2CR,WFBVAA,G,2,B,4,#1 Assistant Machine/Gunner (M/G),206,,,,2CR,BSS2CR,WE35AA,C,2,E,10,#1 Ambulance Aide/Driver,411,,
2CR,2SQN2CR,WFBVAA,G,2,B,4,#2 Assistant Machine/Gunner (M/G),206,,,,2CR,BSS2CR,WE35AA,C,2,E,10,#2 Ambulance Aide/Driver,411,,
2CR,2SQN2CR,WFBVAA,G,3,H,H,Platoon Leader,207,,,,2CR,BSS2CR,WE35AA,C,2,E,10,Ambulance Aide/Driver,411,,
2CR,2SQN2CR,WFBVAA,G,3,H,H,Platoon Sergeant,207,,,,2CR,BSS2CR,WE35AA,D,H,N/A,H,Commander,501,,
2CR,2SQN2CR,WFBVAA,G,3,H,H,Radiotelephone Operator (RATELO),207,,,,2CR,BSS2CR,WE35AA,D,H,N/A,H,Operations Readiness Specialist,501,,
2CR,2SQN2CR,WFBVAA,G,3,A,1,#1 Interim Armored Vehicle (IAV) Commander,208,,,,2CR,BSS2CR,WE35AA,D,H,N/A,H,Executive Officer (XO),501,,
2CR,2SQN2CR,WFBVAA,G,3,A,1,#2 Interim Armored Vehicle (IAV) Commander,208,,,,2CR,BSS2CR,WE35AA,D,H,N/A,H,First Sergeant (1SG),501,,
2CR,2SQN2CR,WFBVAA,G,3,A,2,Interim Armored Vehicle (IAV) Driver,208,,,,2CR,BSS2CR,WE35AA,D,H,N/A,S,Supply Non-commissioned Officer (NCO),501,,
2CR,2SQN2CR,WFBVAA,G,3,A,2,Interim Armored Vehicle (IAV) Driver,208,,,,2CR,BSS2CR,WE35AA,D,H,N/A,S,Supply Specialist,501,,
2CR,2SQN2CR,WFBVAA,G,3,B,3,#3 Interim Armored Vehicle (IAV) Commander,208,,,,2CR,BSS2CR,WE35AA,D,H,K,H,Culinary Specialist,502,,
2CR,2SQN2CR,WFBVAA,G,3,B,3,#4 Interim Armored Vehicle (IAV) Commander,208,,,,2CR,BSS2CR,WE35AA,D,H,K,H,Culinary Specialist,502,,
2CR,2SQN2CR,WFBVAA,G,3,B,4,Interim Armored Vehicle (IAV) Driver,208,,,,2CR,BSS2CR,WE35AA,D,H,K,H,Culinary Management Non-commissioned Officer (NCO),502,,
2CR,2SQN2CR,WFBVAA,G,3,B,4,Interim Armored Vehicle (IAV) Driver,208,,,,2CR,BSS2CR,WE35AA,D,H,K,H,Advanced Culinary Non-commissioned Officer (NCO),502,,
2CR,2SQN2CR,WFBVAA,G,3,A,1,Squad Leader,209,,,,2CR,BSS2CR,WE35AA,D,H,K,1,#1 Culinary Specialist,502,,
2CR,2SQN2CR,WFBVAA,G,3,A,1,#1 Fire Team Leader,209,,,,2CR,BSS2CR,WE35AA,D,H,K,1,#2 Culinary Specialist,502,,
2CR,2SQN2CR,WFBVAA,G,3,A,1,#2 Fire Team Leader,209,,,,2CR,BSS2CR,WE35AA,D,H,K,1,#3 Culinary Specialist,502,,
2CR,2SQN2CR,WFBVAA,G,3,A,1,#1 Automatic Rifleman,209,,,,2CR,BSS2CR,WE35AA,D,H,K,2,#4 Culinary Specialist,502,,
2CR,2SQN2CR,WFBVAA,G,3,A,1,#2 Automatic Rifleman,209,,,,2CR,BSS2CR,WE35AA,D,H,K,2,#5 Culinary Specialist,502,,
2CR,2SQN2CR,WFBVAA,G,3,A,1,#1 Rifleman,209,,,,2CR,BSS2CR,WE35AA,D,H,K,2,#6 Culinary Specialist,502,,
2CR,2SQN2CR,WFBVAA,G,3,A,1,#2 Rifleman,209,,,,2CR,BSS2CR,WE35AA,D,H,K,1,Culinary Non-commissioned Officer (NCO),502,,
2CR,2SQN2CR,WFBVAA,G,3,A,1,#1 Grenadier,209,,,,2CR,BSS2CR,WE35AA,D,H,K,2,Culinary Non-commissioned Officer (NCO),502,,
2CR,2SQN2CR,WFBVAA,G,3,A,1,#2 Grenadier,209,,,,2CR,BSS2CR,WE35AA,D,1,H,H,Platoon Leader,503,,
2CR,2SQN2CR,WFBVAA,G,3,A,2,Squad Leader,209,,,,2CR,BSS2CR,WE35AA,D,1,H,H,Platoon Sergeant,503,,
2CR,2SQN2CR,WFBVAA,G,3,A,2,#1 Fire Team Leader,209,,,,2CR,BSS2CR,WE35AA,D,1,1,H,Section Sergeant,504,,
2CR,2SQN2CR,WFBVAA,G,3,A,2,#2 Fire Team Leader,209,,,,2CR,BSS2CR,WE35AA,D,1,1,1,Heavy Vehicle Driver,504,,
2CR,2SQN2CR,WFBVAA,G,3,A,2,#1 Automatic Rifleman,209,,,,2CR,BSS2CR,WE35AA,D,1,1,1,#1 Heavy Vehicle Driver,504,,
2CR,2SQN2CR,WFBVAA,G,3,A,2,#2 Automatic Rifleman,209,,,,2CR,BSS2CR,WE35AA,D,1,1,1,#2 Heavy Vehicle Driver,504,,
2CR,2SQN2CR,WFBVAA,G,3,A,2,#1 Rifleman,209,,,,2CR,BSS2CR,WE35AA,D,1,1,1,#1 Heavy Vehicle Driver,504,,
2CR,2SQN2CR,WFBVAA,G,3,A,2,#2 Rifleman,209,,,,2CR,BSS2CR,WE35AA,D,1,1,1,#2 Heavy Vehicle Driver,504,,
2CR,2SQN2CR,WFBVAA,G,3,A,2,#1 Grenadier,209,,,,2CR,BSS2CR,WE35AA,D,1,1,1,#1 Heavy Vehicle Driver,504,,
2CR,2SQN2CR,WFBVAA,G,3,A,2,#2 Grenadier,209,,,,2CR,BSS2CR,WE35AA,D,1,1,1,#2 Heavy Vehicle Driver,504,,
2CR,2SQN2CR,WFBVAA,G,3,B,3,Squad Leader,210,,,,2CR,BSS2CR,WE35AA,D,1,1,1,#1 Heavy Vehicle Driver,504,,
2CR,2SQN2CR,WFBVAA,G,3,B,3,#1 Fire Team Leader,210,,,,2CR,BSS2CR,WE35AA,D,1,1,1,#2 Heavy Vehicle Driver,504,,
2CR,2SQN2CR,WFBVAA,G,3,B,3,#2 Fire Team Leader,210,,,,2CR,BSS2CR,WE35AA,D,1,1,2,#1 Petroleum Heavy Vehicle Operator (HVO),504,,
2CR,2SQN2CR,WFBVAA,G,3,B,3,#1 Automatic Rifleman,210,,,,2CR,BSS2CR,WE35AA,D,1,1,2,#2 Petroleum Heavy Vehicle Operator (HVO),504,,
2CR,2SQN2CR,WFBVAA,G,3,B,3,#2 Automatic Rifleman,210,,,,2CR,BSS2CR,WE35AA,D,1,1,2,#1 Petroleum Heavy Vehicle Operator (HVO),504,,
2CR,2SQN2CR,WFBVAA,G,3,B,3,#1 Rifleman,210,,,,2CR,BSS2CR,WE35AA,D,1,1,2,#2 Petroleum Heavy Vehicle Operator (HVO),504,,
2CR,2SQN2CR,WFBVAA,G,3,B,3,#2 Rifleman,210,,,,2CR,BSS2CR,WE35AA,D,1,1,3,Maintenance Control Officer,505,,
2CR,2SQN2CR,WFBVAA,G,3,B,3,#1 Grenadier,210,,,,2CR,BSS2CR,WE35AA,D,1,1,3,Equipment Record/Parts Specialist,505,,
2CR,2SQN2CR,WFBVAA,G,3,B,3,#2 Grenadier,210,,,,2CR,BSS2CR,WE35AA,D,1,1,3,Maintenance Control Sergeant,505,,
2CR,2SQN2CR,WFBVAA,G,3,B,4,Squad Leader,211,,,,2CR,BSS2CR,WE35AA,D,1,1,3,Automotive Maintenance Warrant Officer (WO),505,,
2CR,2SQN2CR,WFBVAA,G,3,B,4,#1 Machine-Gunner,211,,,,2CR,BSS2CR,WE35AA,D,1,1,3,Equipment Record/Parts Sergeant,505,,
2CR,2SQN2CR,WFBVAA,G,3,B,4,#2 Machine-Gunner,211,,,,2CR,BSS2CR,WE35AA,D,1,1,3,#1 Equipment Record/Parts Specialist,505,,
2CR,2SQN2CR,WFBVAA,G,3,B,4,#1 Assistant Machine/Gunner (M/G),211,,,,2CR,BSS2CR,WE35AA,D,1,1,3,#2 Equipment Record/Parts Specialist,505,,
2CR,2SQN2CR,WFBVAA,G,3,B,4,#2 Assistant Machine/Gunner (M/G),211,,,,2CR,BSS2CR,WE35AA,D,1,1,3,Equipment Record/Parts Specialist,505,,
2CR,3SQN2CR,WDA6AA,T,H,N/A,H,Commander,101,,,,2CR,BSS2CR,WE35AA,D,1,1,3,Equipment Record/Parts Specialist,505,,
2CR,3SQN2CR,WDA6AA,T,H,N/A,H,Interim Armored Vehicle (IAV) Commander,101,,,,2CR,BSS2CR,WE35AA,D,1,2,1,Wheeled Vehicle Mechanic,506,,
2CR,3SQN2CR,WDA6AA,T,H,N/A,H,Interim Armored Vehicle (IAV) Driver,101,,,,2CR,BSS2CR,WE35AA,D,1,2,1,Wheeled Vehicle Mechanic,506,,
2CR,3SQN2CR,WDA6AA,T,H,N/A,H,Vehicle Driver,101,,,,2CR,BSS2CR,WE35AA,D,1,2,1,Wheeled Vehicle Mechanic,506,,
2CR,3SQN2CR,WDA6AA,T,H,N/A,H,#1 Radiotelephone Operator (RATELO),101,,,,2CR,BSS2CR,WE35AA,D,1,2,1,Stryker System Maintainer,506,,
2CR,3SQN2CR,WDA6AA,T,H,N/A,H,Executive Officer (XO),101,,,,2CR,BSS2CR,WE35AA,D,1,2,1,Computer/Detection Systems Repairer,506,,
2CR,3SQN2CR,WDA6AA,T,H,N/A,H,#2 Radiotelephone Operator (RATELO),101,,,,2CR,BSS2CR,WE35AA,D,1,2,1,#1 Wheeled Vehicle Mechanic,506,,
2CR,3SQN2CR,WDA6AA,T,H,N/A,H,Command Sergeant Major (CSM),101,,,,2CR,BSS2CR,WE35AA,D,1,2,1,#2 Wheeled Vehicle Mechanic,506,,
2CR,3SQN2CR,WDA6AA,T,H,N/A,H,Rifleman,101,,,,2CR,BSS2CR,WE35AA,D,1,2,H,Section Sergeant,506,,
2CR,3SQN2CR,WDA6AA,T,2,N/A,I,S2/Intelligence Staff Officer,102,,,,2CR,BSS2CR,WE35AA,D,1,2,H,Senior Mechanic,506,,
2CR,3SQN2CR,WDA6AA,T,2,N/A,I,Intelligence Analyst,102,,,,2CR,BSS2CR,WE35AA,D,1,2,2,#1 Senior Stryker System Maintenance,506,,
2CR,3SQN2CR,WDA6AA,T,2,N/A,I,Tactical Intelligence Officer,102,,,,2CR,BSS2CR,WE35AA,D,1,2,2,#2 Senior Stryker System Maintenance,506,,
2CR,3SQN2CR,WDA6AA,T,2,N/A,I,Intelligence Sergeant,102,,,,2CR,BSS2CR,WE35AA,D,1,2,2,#3 Senior Stryker System Maintenance,506,,
2CR,3SQN2CR,WDA6AA,T,2,N/A,I,#1 Intelligence Analyst,102,,,,2CR,BSS2CR,WE35AA,D,1,2,2,#4 Senior Stryker System Maintenance,506,,
2CR,3SQN2CR,WDA6AA,T,2,N/A,I,#2 Intelligence Analyst,102,,,,2CR,BSS2CR,WE35AA,D,1,2,2,#5 Senior Stryker System Maintenance,506,,
2CR,3SQN2CR,WDA6AA,T,3,N/A,H,S3/Operations Staff Officer,103,,,,2CR,BSS2CR,WE35AA,D,1,2,1,#3 Wheeled Vehicle Mechanic,506,,
